name_,name_category,name_category_url,name_level,name_serves,name_pretime,name_img,name_description,name_ingredients,name_howtodo,name_tag1,name_tag2,name_tag3
Baba ghanoush,Aubergine recipes,https://www.deliciousmagazine.co.uk/collections/aubergine-recipes/,Easy,Serves 2,"Hands-on time 15 mins, oven time 1 hour, plus cooling and draining",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/10/babaganoush-768x960.jpg,"To really amp up the flavour of this Middle Eastern dip, char the aubergines on the barbecue for extra smokiness.","2 large aubergines
3 tbsp olive oil, plus extra for roasting
1 small garlic clove, finely chopped or grated
Juice ½ lemon
3 fresh parsley sprigs, roughly chopped, plus extra to serve
2 tsp tahini (optional)","2 large aubergines
3 tbsp olive oil, plus extra for roasting
1 small garlic clove, finely chopped or grated
Juice ½ lemon
3 fresh parsley sprigs, roughly chopped, plus extra to serve
2 tsp tahini (optional)",Dairy-free recipes,Gluten-free recipes,Vegan recipes
Fruit and herb buckwheat salad,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,Serves 8,Hands-on time 20 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/10/buckwheat-salad-768x960.jpg,"An easy fruit and herb buckwheat salad that can easily be made ahead of time, ready for a summery picnic or gathering.","375g buckwheat
1 good quality vegetable stock cube
4 tbsp olive oil
2 tbsp pomegranate molasses
Grated zest and juice ½ lemon
1 preserved lemon, pulp removed and discarded, finely chopped (we used Belazu, from Sainsbury__ and Waitrose)
75g golden raisins
75g green olives, roughly chopped
50g shelled unsalted pistachios, roughly chopped
Handful fresh mint leaves, chopped
Small handful fresh dill, chopped","375g buckwheat
1 good quality vegetable stock cube
4 tbsp olive oil
2 tbsp pomegranate molasses
Grated zest and juice ½ lemon
1 preserved lemon, pulp removed and discarded, finely chopped (we used Belazu, from Sainsbury__ and Waitrose)
75g golden raisins
75g green olives, roughly chopped
50g shelled unsalted pistachios, roughly chopped
Handful fresh mint leaves, chopped
Small handful fresh dill, chopped",Dairy-free recipes,Gluten-free recipes,Vegan recipes
Green houmous with smoked almond dukkah,Snacks and nibbles,https://www.deliciousmagazine.co.uk/collections/snacks-and-nibbles/,Easy,Serves 8,"Hands-on time 15 min, cooking time 15 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/10/houmous-768x960.jpg,Our green houmous is made with petit pois and broad beans for a fresher flavour. Sprinkle over the smoked almond dukkah for extra crunch and serve with crispy flatbreads.,"100g broad beans
200g petits pois, defrosted
400g tin chickpeas, drained and rinsed
3 tbsp tahini
1 garlic clove, crushed
Grated zest and juice 1 lemon
4 flatbreads, cut into wedges
Olive oil for brushing and drizzling
For the dukkah
100g smoked almonds, roughly chopped
1 tbsp sesame seeds
1 tsp coriander seeds, bruised in a pestle and mortar
1 tsp cumin seeds, bruised in a mortar and pestle
1 tsp sumac","100g broad beans
200g petits pois, defrosted
400g tin chickpeas, drained and rinsed
3 tbsp tahini
1 garlic clove, crushed
Grated zest and juice 1 lemon
4 flatbreads, cut into wedges
Olive oil for brushing and drizzling
For the dukkah
100g smoked almonds, roughly chopped
1 tbsp sesame seeds
1 tsp coriander seeds, bruised in a pestle and mortar
1 tsp cumin seeds, bruised in a mortar and pestle
1 tsp sumac",Dairy-free recipes,Vegan recipes,Vegetarian recipes
Teriyaki and sesame aubergines with rice,Aubergine recipes,https://www.deliciousmagazine.co.uk/collections/aubergine-recipes/,Easy,Serves 4,"Hands-on time 10 min, oven time 30 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/10/aubergine-tray-768x960.jpg,This summery dish makes the most of aubergines in their prime _ and it__ easy on the pocket too,"1½ tbsp light olive oil
4 medium aubergines, halved, the cut sides lightly scored in a criss-cross pattern using the tip of a sharp knife
250g long grain rice, rinsed in cold water
200g fresh or frozen peas
1-2 red chillies, deseeded (see tips) and chopped
4 garlic cloves, bruised and chopped
90ml teriyaki sauce
1½ tsp toasted sesame oil
Grated zest and juice 1½ limes, the remaining ½ cut into wedges
3 spring onions, thinly sliced
Small bunch fresh coriander, leaves chopped","1½ tbsp light olive oil
4 medium aubergines, halved, the cut sides lightly scored in a criss-cross pattern using the tip of a sharp knife
250g long grain rice, rinsed in cold water
200g fresh or frozen peas
1-2 red chillies, deseeded (see tips) and chopped
4 garlic cloves, bruised and chopped
90ml teriyaki sauce
1½ tsp toasted sesame oil
Grated zest and juice 1½ limes, the remaining ½ cut into wedges
3 spring onions, thinly sliced
Small bunch fresh coriander, leaves chopped",Dairy-free recipes,Vegan recipes,
Heritage tomato salad,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,Serves 8,Hands-on time 20 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/09/tomato-salad-3.jpg,"Ruby red heritage tomatoes are served simply with pickled shallots, quality olive oil and caperberries in this standout salad.","2 shallots, finely sliced
2 tbsp sherry vinegar
1 tsp caster sugar
1kg heritage tomatoes, sliced
50g caperberries
4 tbsp extra-virgin olive oil
½ tbsp fresh thyme leaves
60g bag rocket","2 shallots, finely sliced
2 tbsp sherry vinegar
1 tsp caster sugar
1kg heritage tomatoes, sliced
50g caperberries
4 tbsp extra-virgin olive oil
½ tbsp fresh thyme leaves
60g bag rocket",Dairy-free recipes,Gluten-free recipes,Vegan recipes
Broad bean tabbouleh salad,Broad bean recipes,https://www.deliciousmagazine.co.uk/collections/broad-bean-recipes/,Easy,Serves 4,Hands-on time 30 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/09/broad-beans2-768x960.jpg,"We__e used vibrant broad beans to add colour to a twist on tabbouleh. Fresh, light and full of flavour, this 30 minute meal deserves a spot on the table.","25g bulgur wheat (see tip)
200g podded broad beans (650-750g in their pods)
1 tbsp za__tar spice mix
4 tbsp extra-virgin olive oil
Grated zest and juice 1 lemon
Juice ½-1 lime
½ small garlic clove, grated
Bunch spring onions, chopped
1 ripe beef tomato, chopped
Large bunch fresh parsley, chopped
Small bunch fresh mint, leaves picked and chopped
Sumac for sprinkling","25g bulgur wheat (see tip)
200g podded broad beans (650-750g in their pods)
1 tbsp za__tar spice mix
4 tbsp extra-virgin olive oil
Grated zest and juice 1 lemon
Juice ½-1 lime
½ small garlic clove, grated
Bunch spring onions, chopped
1 ripe beef tomato, chopped
Large bunch fresh parsley, chopped
Small bunch fresh mint, leaves picked and chopped
Sumac for sprinkling",Dairy-free recipes,Vegan recipes,Vegetarian recipes
Artichoke panzanella,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,Serves 4,Hands-on time 15 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/09/panzanella-768x960.jpg,"Just five easy-to-find ingredients are required for this stunning panzanella salad. With soft artichokes, crispy croutons and crunchy almonds in every bite, this hearty dish delivers on flavour and texture.","100g blanched almonds
270g loaf olive ciabatta, torn into chunky pieces (see tip)
2 x 175g packs chargrilled marinated globe artichokes in oil
100g fresh flatleaf parsley, roughly chopped
Finely grated zest and juice ½ lemon
Olive oil for frying","100g blanched almonds
270g loaf olive ciabatta, torn into chunky pieces (see tip)
2 x 175g packs chargrilled marinated globe artichokes in oil
100g fresh flatleaf parsley, roughly chopped
Finely grated zest and juice ½ lemon
Olive oil for frying",Dairy-free recipes,Vegan recipes,Vegetarian recipes
Jollof beans (black-eyed beans in tomato sauce),Healthy vegetarian recipes,https://www.deliciousmagazine.co.uk/collections/healthy-vegetarian-recipes/,Easy,Serves 4,"Hands on time 15 min, simmering time 1 hour 40 min, plus overnight soaking and resting",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/09/jollof-beans-768x960.jpg,"Try journalist Kemi Bamgbose_ fiery jollof beans, made with scotch bonnet chilli for extra heat. It__ surprisingly thrifty to make too.","250g dried black-eyed beans
400g tin tomatoes
1 large onion, chopped
1 red pepper, roughly chopped
1 garlic clove, crushed
1 tsp ground ginger
½ scotch bonnet chilli, deseeded
Sunflower or olive oil for frying
½-1 tsp Dunn__ River All Purpose Seasoning
1-2 tsp Maggi Liquid Seasoning
Handful freshly chopped parsley
Handful chopped fresh coriander
Squeeze lime juice (optional)
Cooked rice, bread, couscous or fried plantain to serve","250g dried black-eyed beans
400g tin tomatoes
1 large onion, chopped
1 red pepper, roughly chopped
1 garlic clove, crushed
1 tsp ground ginger
½ scotch bonnet chilli, deseeded
Sunflower or olive oil for frying
½-1 tsp Dunn__ River All Purpose Seasoning
1-2 tsp Maggi Liquid Seasoning
Handful freshly chopped parsley
Handful chopped fresh coriander
Squeeze lime juice (optional)
Cooked rice, bread, couscous or fried plantain to serve",Dairy-free recipes,Vegan recipes,Vegetarian recipes
Chilli tofu veg __oodles_,Healthy lunch recipes,https://www.deliciousmagazine.co.uk/collections/healthy-lunch-recipes/,Easy,,,,,,,,,
"Black rice paella with artichokes, peppers and spinach",Vegetarian main courses,https://www.deliciousmagazine.co.uk/collections/vegetarian-main-courses/,Medium,,,,,,,,,
Summer garden soup,July seasonal food,https://www.deliciousmagazine.co.uk/collections/july-seasonal-food/,Easy,,,,,,,,,
Ful medames,Vegetarian starter recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-starter-recipes/,Easy,,,,,,,,,
Vegan coconut and mango pavlova,Meringue recipes,https://www.deliciousmagazine.co.uk/collections/meringue-recipes/,Medium,,,,,,,,,
Lighter caponata,Healthy makeover recipes,https://www.deliciousmagazine.co.uk/collections/healthy-makeover-recipes/,Easy,,,,,,,,,
Spicy potato and cauliflower burger,Vegetarian burger recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-burger-recipes/,Easy,,,,,,,,,
Black rice super salad,Healthy lunch recipes,https://www.deliciousmagazine.co.uk/collections/healthy-lunch-recipes/,Easy,,,,,,,,,
Bang bang tofu salad,Healthy lunch recipes,https://www.deliciousmagazine.co.uk/collections/healthy-lunch-recipes/,Easy,,,,,,,,,
Vegetable gyoza dumpling stir-fry,Delicious recipes for 1 person,https://www.deliciousmagazine.co.uk/collections/delicious-recipes-for-1-person/,Easy,,,,,,,,,
"Smoky orange, roasted tomato and olive pappardelle",Quick pasta recipes,https://www.deliciousmagazine.co.uk/collections/quick-pasta-recipes/,Easy,,,,,,,,,
Satay french toast with avocado,Brunch recipes,https://www.deliciousmagazine.co.uk/collections/brunch-recipes/,Easy,,,,,,,,,
"Aubergine, tomato and chickpea traybake",Traybake recipes,https://www.deliciousmagazine.co.uk/collections/tray-bake-recipes/,Easy,,,,,,,,,
Perfect roast potatoes for Christmas,"Christmas trimmings, sides and sauces",https://www.deliciousmagazine.co.uk/collections/christmas-trimmings-sides-sauces/,Easy,,,,,,,,,
Homemade rye crackers,Snacks and nibbles,https://www.deliciousmagazine.co.uk/collections/snacks-and-nibbles/,Easy,,,,,,,,,
Bounty parfait cheesecake,Cheesecake recipes,https://www.deliciousmagazine.co.uk/collections/cheesecake-recipes/,Easy,,,,,,,,,
Vegan katsu curry,Vegetarian curry recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-curry-recipes/,Medium,,,,,,,,,
Masala cauliflower potatoes,Vegetarian curry recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-curry-recipes/,Easy,,,,,,,,,
Roast purple sprouting broccoli with smashed white beans,Vegetarian starter recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-starter-recipes/,Easy,,,,,,,,,
Root vegetable and lentil tagine,Lentil recipes,https://www.deliciousmagazine.co.uk/collections/lentil-recipes/,Easy,,,,,,,,,
Baked falafel in tomato sauce,Healthy vegetarian recipes,https://www.deliciousmagazine.co.uk/collections/healthy-vegetarian-recipes/,Easy,,,,,,,,,
"Lentil, tomato and paprika soup with crispy kale",Healthy family dinners,https://www.deliciousmagazine.co.uk/collections/healthy-family-dinners/,Easy,,,,,,,,,
Tofu and cauliflower curry,Vegetarian curry recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-curry-recipes/,Easy,,,,,,,,,
Mango overnight oats,Healthy breakfast recipes,https://www.deliciousmagazine.co.uk/collections/healthy-breakfast-recipes/,Easy,,,,,,,,,
Grilled mango and coconut __annacotta_,Exotic desserts,https://www.deliciousmagazine.co.uk/collections/exotic-desserts/,Easy,,,,,,,,,
Hasselback potatoes with __heese_ sauce,Potato recipes,https://www.deliciousmagazine.co.uk/collections/potato-recipes/,Easy,,,,,,,,,
Herb-crusted cauliflower and leek __heese_,Cauliflower recipes,https://www.deliciousmagazine.co.uk/collections/cauliflower-recipes/,Easy,,,,,,,,,
Shallot tarte tatin,Savoury tarts,https://www.deliciousmagazine.co.uk/collections/savoury-tarts/,Medium,,,,,,,,,
Hasselback miso roasted vegetables,Healthy family dinners,https://www.deliciousmagazine.co.uk/collections/healthy-family-dinners/,Easy,,,,,,,,,
Zuppa di ceci e farro (chickpea and farro...,Soup recipes,https://www.deliciousmagazine.co.uk/collections/soup-recipes/,Medium,,,,,,,,,
Spiced pumpkin soup,Soup recipes,https://www.deliciousmagazine.co.uk/collections/soup-recipes/,Easy,,,,,,,,,
Vegan Turkish kebabs with chilli sweet potato mash...,Sweet potato recipes,https://www.deliciousmagazine.co.uk/collections/sweet-potato-recipes/,Easy,,,,,,,,,
"Roast potatoes with polenta, balsamic and thyme","Christmas trimmings, sides and sauces",https://www.deliciousmagazine.co.uk/collections/christmas-trimmings-sides-sauces/,Easy,,,,,,,,,
Mini Scandi crumble pies,Vegan Christmas recipes,https://www.deliciousmagazine.co.uk/collections/vegan-christmas-recipes/,Easy,,,,,,,,,
"Vegan miso mushroom, squash and chestnut wellington",Vegan Christmas recipes,https://www.deliciousmagazine.co.uk/collections/vegan-christmas-recipes/,Medium,,,,,,,,,
Miso and maple aubergine __teak_ burger,Burger recipes,https://www.deliciousmagazine.co.uk/collections/burger-recipes/,Easy,,,,,,,,,
Peanut sauce,Peanut butter recipes,https://www.deliciousmagazine.co.uk/collections/peanut-butter-recipes/,Easy,,,,,,,,,
Koose black-eyed bean fritters with scotch bonnet salsa,Fritter recipes,https://www.deliciousmagazine.co.uk/collections/fritter-recipes/,Easy,,,,,,,,,
Super green pasta,Midweek meal recipes,https://www.deliciousmagazine.co.uk/collections/midweek-meal-recipes/,Easy,,,,,,,,,
Vietnamese-style crispy tofu bowl,Midweek meal recipes,https://www.deliciousmagazine.co.uk/collections/midweek-meal-recipes/,Easy,,,,,,,,,
Baba ghanoush,Aubergine recipes,https://www.deliciousmagazine.co.uk/collections/aubergine-recipes/,Easy,,,,,,,,,
Fruit and herb buckwheat salad,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,,,,,,,,,
Green houmous with smoked almond dukkah,Snacks and nibbles,https://www.deliciousmagazine.co.uk/collections/snacks-and-nibbles/,Easy,,,,,,,,,
Teriyaki and sesame aubergines with rice,Aubergine recipes,https://www.deliciousmagazine.co.uk/collections/aubergine-recipes/,Easy,,,,,,,,,
Heritage tomato salad,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,,,,,,,,,
Broad bean tabbouleh salad,Broad bean recipes,https://www.deliciousmagazine.co.uk/collections/broad-bean-recipes/,Easy,,,,,,,,,
Artichoke panzanella,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,,,,,,,,,
Jollof beans (black-eyed beans in tomato sauce),Healthy vegetarian recipes,https://www.deliciousmagazine.co.uk/collections/healthy-vegetarian-recipes/,Easy,,,,,,,,,
Chilli tofu veg __oodles_,Healthy lunch recipes,https://www.deliciousmagazine.co.uk/collections/healthy-lunch-recipes/,Easy,,,,,,,,,
"Black rice paella with artichokes, peppers and spinach",Vegetarian main courses,https://www.deliciousmagazine.co.uk/collections/vegetarian-main-courses/,Medium,,,,,,,,,
Summer garden soup,July seasonal food,https://www.deliciousmagazine.co.uk/collections/july-seasonal-food/,Easy,,,,,,,,,
Ful medames,Vegetarian starter recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-starter-recipes/,Easy,,,,,,,,,
Vegan coconut and mango pavlova,Meringue recipes,https://www.deliciousmagazine.co.uk/collections/meringue-recipes/,Medium,,,,,,,,,
Lighter caponata,Healthy makeover recipes,https://www.deliciousmagazine.co.uk/collections/healthy-makeover-recipes/,Easy,,,,,,,,,
Spicy potato and cauliflower burger,Vegetarian burger recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-burger-recipes/,Easy,,,,,,,,,
Black rice super salad,Healthy lunch recipes,https://www.deliciousmagazine.co.uk/collections/healthy-lunch-recipes/,Easy,,,,,,,,,
Bang bang tofu salad,Healthy lunch recipes,https://www.deliciousmagazine.co.uk/collections/healthy-lunch-recipes/,Easy,,,,,,,,,
Vegetable gyoza dumpling stir-fry,Delicious recipes for 1 person,https://www.deliciousmagazine.co.uk/collections/delicious-recipes-for-1-person/,Easy,,,,,,,,,
"Smoky orange, roasted tomato and olive pappardelle",Quick pasta recipes,https://www.deliciousmagazine.co.uk/collections/quick-pasta-recipes/,Easy,,,,,,,,,
Satay french toast with avocado,Brunch recipes,https://www.deliciousmagazine.co.uk/collections/brunch-recipes/,Easy,,,,,,,,,
"Aubergine, tomato and chickpea traybake",Traybake recipes,https://www.deliciousmagazine.co.uk/collections/tray-bake-recipes/,Easy,,,,,,,,,
Perfect roast potatoes for Christmas,"Christmas trimmings, sides and sauces",https://www.deliciousmagazine.co.uk/collections/christmas-trimmings-sides-sauces/,Easy,,,,,,,,,
Homemade rye crackers,Snacks and nibbles,https://www.deliciousmagazine.co.uk/collections/snacks-and-nibbles/,Easy,,,,,,,,,
Bounty parfait cheesecake,Cheesecake recipes,https://www.deliciousmagazine.co.uk/collections/cheesecake-recipes/,Easy,,,,,,,,,
Vegan katsu curry,Vegetarian curry recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-curry-recipes/,Medium,,,,,,,,,
Masala cauliflower potatoes,Vegetarian curry recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-curry-recipes/,Easy,,,,,,,,,
Roast purple sprouting broccoli with smashed white beans,Vegetarian starter recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-starter-recipes/,Easy,,,,,,,,,
Root vegetable and lentil tagine,Lentil recipes,https://www.deliciousmagazine.co.uk/collections/lentil-recipes/,Easy,,,,,,,,,
Baked falafel in tomato sauce,Healthy vegetarian recipes,https://www.deliciousmagazine.co.uk/collections/healthy-vegetarian-recipes/,Easy,,,,,,,,,
"Lentil, tomato and paprika soup with crispy kale",Healthy family dinners,https://www.deliciousmagazine.co.uk/collections/healthy-family-dinners/,Easy,,,,,,,,,
Tofu and cauliflower curry,Vegetarian curry recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-curry-recipes/,Easy,,,,,,,,,
Mango overnight oats,Healthy breakfast recipes,https://www.deliciousmagazine.co.uk/collections/healthy-breakfast-recipes/,Easy,,,,,,,,,
Grilled mango and coconut __annacotta_,Exotic desserts,https://www.deliciousmagazine.co.uk/collections/exotic-desserts/,Easy,,,,,,,,,
Hasselback potatoes with __heese_ sauce,Potato recipes,https://www.deliciousmagazine.co.uk/collections/potato-recipes/,Easy,,,,,,,,,
Herb-crusted cauliflower and leek __heese_,Cauliflower recipes,https://www.deliciousmagazine.co.uk/collections/cauliflower-recipes/,Easy,,,,,,,,,
Shallot tarte tatin,Savoury tarts,https://www.deliciousmagazine.co.uk/collections/savoury-tarts/,Medium,,,,,,,,,
Hasselback miso roasted vegetables,Healthy family dinners,https://www.deliciousmagazine.co.uk/collections/healthy-family-dinners/,Easy,,,,,,,,,
Zuppa di ceci e farro (chickpea and farro...,Soup recipes,https://www.deliciousmagazine.co.uk/collections/soup-recipes/,Medium,,,,,,,,,
Spiced pumpkin soup,Soup recipes,https://www.deliciousmagazine.co.uk/collections/soup-recipes/,Easy,,,,,,,,,
Vegan Turkish kebabs with chilli sweet potato mash...,Sweet potato recipes,https://www.deliciousmagazine.co.uk/collections/sweet-potato-recipes/,Easy,,,,,,,,,
"Roast potatoes with polenta, balsamic and thyme","Christmas trimmings, sides and sauces",https://www.deliciousmagazine.co.uk/collections/christmas-trimmings-sides-sauces/,Easy,,,,,,,,,
Mini Scandi crumble pies,Vegan Christmas recipes,https://www.deliciousmagazine.co.uk/collections/vegan-christmas-recipes/,Easy,,,,,,,,,
"Vegan miso mushroom, squash and chestnut wellington",Vegan Christmas recipes,https://www.deliciousmagazine.co.uk/collections/vegan-christmas-recipes/,Medium,,,,,,,,,
Miso and maple aubergine __teak_ burger,Burger recipes,https://www.deliciousmagazine.co.uk/collections/burger-recipes/,Easy,,,,,,,,,
Peanut sauce,Peanut butter recipes,https://www.deliciousmagazine.co.uk/collections/peanut-butter-recipes/,Easy,,,,,,,,,
Koose black-eyed bean fritters with scotch bonnet salsa,Fritter recipes,https://www.deliciousmagazine.co.uk/collections/fritter-recipes/,Easy,,,,,,,,,
Super green pasta,Midweek meal recipes,https://www.deliciousmagazine.co.uk/collections/midweek-meal-recipes/,Easy,,,,,,,,,
Vietnamese-style crispy tofu bowl,Midweek meal recipes,https://www.deliciousmagazine.co.uk/collections/midweek-meal-recipes/,Easy,,,,,,,,,
Baba ghanoush,Aubergine recipes,https://www.deliciousmagazine.co.uk/collections/aubergine-recipes/,Easy,,,,,,,,,
Fruit and herb buckwheat salad,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,,,,,,,,,
Green houmous with smoked almond dukkah,Snacks and nibbles,https://www.deliciousmagazine.co.uk/collections/snacks-and-nibbles/,Easy,,,,,,,,,
Teriyaki and sesame aubergines with rice,Aubergine recipes,https://www.deliciousmagazine.co.uk/collections/aubergine-recipes/,Easy,,,,,,,,,
Heritage tomato salad,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,,,,,,,,,
Broad bean tabbouleh salad,Broad bean recipes,https://www.deliciousmagazine.co.uk/collections/broad-bean-recipes/,Easy,,,,,,,,,
Artichoke panzanella,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,,,,,,,,,
Jollof beans (black-eyed beans in tomato sauce),Healthy vegetarian recipes,https://www.deliciousmagazine.co.uk/collections/healthy-vegetarian-recipes/,Easy,,,,,,,,,
Butternut squash and cauliflower laksa with rice noodles,Healthy vegetarian recipes,https://www.deliciousmagazine.co.uk/collections/healthy-vegetarian-recipes/,Easy,Serves 4,"Hands-on time 20 min, simmering time 15-20 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/09/laska-768x960.jpg,The great thing about this vegetarian laksa is that you can easily swap the vegetables for anything easy you have to hand. Get inventive and give it a go.,"1 banana shallot, halved
½ green chilli (plus extra, sliced, to serve if you like), optional
2 garlic cloves
1 large piece fresh ginger, chopped, plus extra, sliced into matchsticks, to serve
1 heaped tbsp lemongrass paste from a jar or tube (from the world food section of large supermarkets)
2 tsp cold-pressed rapeseed oil
2 x 400ml tins half-fat coconut milk
6 fresh or dried lime leaves (optional)
500g frozen butternut squash
500g frozen cauliflower
250g wide brown rice noodles
Handful fresh coriander leaves to serve (optional)","1 banana shallot, halved
½ green chilli (plus extra, sliced, to serve if you like), optional
2 garlic cloves
1 large piece fresh ginger, chopped, plus extra, sliced into matchsticks, to serve
1 heaped tbsp lemongrass paste from a jar or tube (from the world food section of large supermarkets)
2 tsp cold-pressed rapeseed oil
2 x 400ml tins half-fat coconut milk
6 fresh or dried lime leaves (optional)
500g frozen butternut squash
500g frozen cauliflower
250g wide brown rice noodles
Handful fresh coriander leaves to serve (optional)",Dairy-free recipes,Vegan recipes,Vegetarian recipes
Martine__ homemade chips,Chip recipes,https://www.deliciousmagazine.co.uk/collections/chip-recipes/,Easy,Serves 4,Hands-on time 40 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/09/chips-1-768x960.jpg,"delicious. art editor Martine Tinney__ favourite food memory is her nan__ homemade chips. Best doused in plenty of salt and vinegar, you won__ go far wrong with this crispy treat.","800g floury potatoes (we used maris piper)
2 litres sunflower oil
Malt vinegar and sea salt flakes to serve
You__l also need_
Digital probe thermometer or a deep-fat fryer","800g floury potatoes (we used maris piper)
2 litres sunflower oil
Malt vinegar and sea salt flakes to serve
You__l also need_
Digital probe thermometer or a deep-fat fryer",Dairy-free recipes,Vegan recipes,
Roasted vegetable ratatouille,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,Serves 8 (2 meals for 4),"Hands-on time 15 min, oven time 35-40 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2019/02/ratatouille-768x960.jpg,For 4,"1 aubergine, cut into small chunks
1 each yellow and orange peppers, deseeded and thickly sliced
2 courgettes, roughly chopped
1 large fennel bulb, sliced through the root into wedges
4 tbsp olive oil
180g radishes, halved if large
500g cherry tomatoes on the vine
4 garlic cloves, crushed
1 tbsp sherry vinegar
Large handful fresh basil and flatleaf parsley leaves, chopped","1 aubergine, cut into small chunks
1 each yellow and orange peppers, deseeded and thickly sliced
2 courgettes, roughly chopped
1 large fennel bulb, sliced through the root into wedges
4 tbsp olive oil
180g radishes, halved if large
500g cherry tomatoes on the vine
4 garlic cloves, crushed
1 tbsp sherry vinegar
Large handful fresh basil and flatleaf parsley leaves, chopped",Dairy-free recipes,Freezable,Vegan recipes
Bloody mary panzanella,Summer salads and sides,https://www.deliciousmagazine.co.uk/collections/summer-salads-and-sides/,Easy,Serves 4 as a side salad,Hands-on time 15 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2019/03/panzanella-768x960.jpg,"Torn-up pieces of crispy ciabatta, sweet cherry tomatoes, vinegary capers and, if you dare, a kick of vodka. This is the kind of salad we like.","4 tbsp extra-virgin olive oil
150g ciabatta, torn into chunks
250g halved cherry tomatoes
2 sliced celery sticks
2 tbsp drained capers
2 tbsp extra-virgin olive oil
1 tbsp vodka (optional)
1 tsp red wine vinegar
½ tsp Worcestershire sauce
¼ tsp Tabasco sauce
¼ tsp celery salt
Lemon wedges and fresh basil leaves, to serve","4 tbsp extra-virgin olive oil
150g ciabatta, torn into chunks
250g halved cherry tomatoes
2 sliced celery sticks
2 tbsp drained capers
2 tbsp extra-virgin olive oil
1 tbsp vodka (optional)
1 tsp red wine vinegar
½ tsp Worcestershire sauce
¼ tsp Tabasco sauce
¼ tsp celery salt
Lemon wedges and fresh basil leaves, to serve",Dairy-free recipes,Vegan recipes,
Vegan caramelised onion tart,22 recipes that will make you excited for autumn,https://www.deliciousmagazine.co.uk/collections/22-recipes-that-will-make-you-excited-for-autumn/,Medium,Serves 8,"Hands-on time 30 min, simmering time 30 min, oven time 25 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/09/521920-1-eng-GB_caramelised-onion-tart-v-gf-768x976.jpg,"A vegan and gluten-free tart recipe made with a cashew cream, sweet caramelised onions, spinach and a rich almond pastry case.","For the cashew cream
120g unroasted unsalted cashew nuts
2 garlic cloves
1 tbsp freshly squeezed lemon juice
For the filling
60ml extra-virgin olive oil, plus extra for greasing
4 large onions, thinly sliced
1 tbsp rice malt syrup (see Know-how)
50g spinach
50g kale, sliced
1 tbsp cider vinegar
For the tart case
150g ground almonds
_½ tsp sea salt
1 tsp bicarbonate of soda
_½ tsp dried rosemary
60ml extra-virgin olive oil","For the cashew cream
120g unroasted unsalted cashew nuts
2 garlic cloves
1 tbsp freshly squeezed lemon juice
For the filling
60ml extra-virgin olive oil, plus extra for greasing
4 large onions, thinly sliced
1 tbsp rice malt syrup (see Know-how)
50g spinach
50g kale, sliced
1 tbsp cider vinegar
For the tart case
150g ground almonds
_½ tsp sea salt
1 tsp bicarbonate of soda
_½ tsp dried rosemary
60ml extra-virgin olive oil",Gluten-free recipes,Vegan recipes,
